,Auckland,Hamilton,Tauranga,Wellington,Christchurch,Dunedin,Whangarei,Rotorua,Gisborne,Hastings,Napier,New Plymouth,Whanganui,Palmerston North,Kapiti Coast,Nelson,Invercargill,Cambridge,Te Awamutu,Tokoroa,Taupo,Whakatane,Feilding,Levin,Masterton,Blenheim,Greymouth,Ashburton,Timaru,Oamaru,Queenstown,Kaitaia,Kerikeri,Warkworth,Whitianga,Thames,Waihi,Huntly,Morrinsville,Matamata,Katikati,Te Puke,Kawerau,Stratford,Hawera,Marton,Dannevirke,Otaki,Motueka,Cromwell,Alexandra,Wanaka,Gore
u60.0km_u10deg,3276.97,7139.37,4460.01,1243.02,4690.51,3019.91,4084.15,6764.39,1938.11,3677.40,3117.17,2900.24,3325.61,5533.56,2571.29,2032.25,5619.24,7577.09,7117.89,7408.19,6527.35,2293.20,5357.34,4157.41,3953.24,1557.39,2614.09,6261.60,4539.70,3173.15,2300.36,2472.28,3303.92,2902.67,1414.96,4238.45,4481.20,6660.30,7412.85,7359.14,5330.86,4337.45,4391.01,3527.89,3557.77,4727.40,5689.95,3358.63,1551.61,3975.22,5362.59,2415.12,7779.70
u60.0km_u15deg,3865.60,8217.32,5174.95,1600.47,5053.66,3771.58,5102.01,7837.44,2997.04,4581.43,4030.93,3261.25,3983.17,6575.92,3027.08,2825.47,6204.04,8760.92,8331.02,8680.15,7694.44,2868.93,6318.62,4748.53,5086.71,2174.00,3093.30,6513.17,5075.77,3847.94,3448.55,3147.89,4399.64,3518.51,1922.54,5022.17,5167.80,7552.16,8393.00,8264.69,6044.34,5039.24,5221.95,4103.17,4113.42,5567.23,7099.28,3875.33,2244.64,5355.91,6941.24,3447.54,8982.30
u60.0km_u20deg,4268.09,8981.41,5677.37,2010.31,5398.92,4314.32,5796.00,8563.27,4011.90,5270.06,4778.64,3599.27,4671.74,7486.97,3519.78,3786.94,6561.44,9602.74,9191.86,9511.19,8554.19,3431.64,7189.56,5327.36,6190.29,2982.89,3583.28,6776.46,5522.86,4396.94,4737.32,3627.91,5213.88,3886.96,2399.35,5687.76,5708.65,8197.51,9091.11,8882.84,6570.94,5534.78,5921.51,4710.63,4699.01,6353.75,8254.97,4403.37,3072.21,6660.59,8244.52,4659.57,9824.16
u60.0km_u25deg,4536.89,9503.90,6031.94,2436.44,5699.16,4699.05,6263.85,9077.97,4852.88,5788.46,5380.52,3924.82,5361.32,8235.48,4021.37,4808.57,6771.69,10191.75,9791.34,10070.44,9219.87,3994.51,7944.08,5860.11,7153.64,3874.97,4081.21,7035.59,5896.96,4842.42,6061.52,3937.68,5772.00,4102.37,2796.19,6205.86,6106.27,8641.47,9573.53,9303.67,6946.66,5897.13,6542.16,5341.98,5307.99,7064.83,9144.71,4910.48,3961.13,7837.36,9273.22,5955.00,10399.74
u60.0km_u30deg,4696.17,9825.95,6270.74,2843.84,5949.54,4952.61,6547.07,9431.61,5462.29,6165.95,5841.03,4231.58,6021.36,8807.62,4498.47,5805.33,6886.24,10568.91,10174.86,10430.22,9732.56,4533.15,8556.49,6320.56,7914.81,4768.69,4558.66,7282.25,6215.78,5200.25,7323.12,4120.81,6109.78,4214.09,3087.98,6564.71,6374.22,8913.05,9874.45,9569.48,7195.25,6152.32,7080.20,5978.23,5923.43,7675.43,9784.71,5367.98,4844.37,8830.22,10025.43,7226.73,10767.76
u60.0km_u35deg,4775.97,9995.28,6414.45,3202.33,6130.81,5097.03,6688.51,9649.67,5843.76,6431.89,6174.01,4489.22,6582.01,9209.18,4930.36,6727.41,6941.15,10777.80,10386.13,10636.69,10107.80,5026.26,8999.16,6704.66,8476.76,5626.71,5005.30,7519.12,6473.88,5469.46,8456.09,4219.70,6282.31,4264.51,3270.48,6776.08,6534.23,9051.70,10036.02,9718.20,7342.11,6312.61,7527.50,6553.16,6482.36,8139.24,10206.24,5764.31,5692.79,9613.92,10523.83,8386.26,10974.33
u60.0km_u40deg,4808.89,10073.04,6490.98,3460.54,6232.10,5166.29,6748.11,9769.06,6037.91,6602.63,6388.20,4650.02,6936.46,9458.78,5261.64,7431.01,6963.26,10880.16,10487.18,10743.77,10351.90,5437.76,9265.41,6987.53,8846.76,6294.37,5398.08,7706.20,6637.12,5638.17,9363.39,4268.67,6360.24,4284.95,3363.99,6880.22,6618.27,9111.32,10112.45,9793.34,7419.75,6401.37,7868.24,6932.87,6854.07,8412.58,10456.60,6060.91,6405.18,10166.36,10811.57,9311.98,11072.09
u60.0km_u45deg,4820.59,10104.37,6527.04,3610.34,6278.90,5194.59,6769.80,9828.05,6121.94,6696.49,6506.49,4729.16,7113.08,9593.39,5465.89,7850.22,6970.61,10923.86,10529.36,10793.30,10483.59,5732.47,9400.25,7159.43,9054.71,6689.08,5698.86,7814.78,6718.66,5724.94,10000.80,4289.00,6390.59,4293.15,3405.00,6924.62,6656.98,9133.21,10143.62,9826.81,7455.79,6444.86,8096.10,7125.36,7043.72,8543.56,10586.63,6241.74,6888.86,10511.96,10959.27,9961.69,11110.55
u60.0km_u50deg,4824.30,10114.88,6541.20,3680.09,6296.25,5203.85,6776.73,9852.59,6151.32,6739.70,6561.35,4760.15,7182.77,9652.00,5564.32,8060.48,6972.24,10939.14,10543.86,10812.55,10540.55,5895.14,9455.68,7241.88,9149.26,6885.50,5888.96,7868.64,6750.77,5760.58,10398.94,4295.96,6400.40,4296.43,3420.74,6941.16,6672.62,9139.97,10154.31,9839.22,7470.02,6462.66,8215.34,7201.73,7119.39,8593.88,10643.11,6328.52,7158.40,10701.19,11024.88,10366.77,11121.55
u60.0km_u55deg,4825.30,10117.46,6545.42,3704.03,6300.31,5205.95,6778.51,9860.65,6159.10,6754.65,6580.78,4768.59,7201.28,9671.71,5599.93,8140.96,6972.47,10943.05,10547.50,10818.42,10558.71,5963.34,9472.64,7271.86,9182.11,6957.42,5989.30,7885.06,6757.42,5769.77,10615.51,4297.77,6402.89,4297.68,3425.68,6946.15,6677.73,9141.51,10157.06,9842.57,7474.45,6468.28,8262.99,7222.29,7139.75,8607.27,10662.06,6359.95,7280.44,10785.56,11048.79,10586.71,11123.49
u60.0km_u60deg,4825.57,10117.90,6546.36,3708.93,6300.96,5206.34,6778.92,9862.68,6160.60,6757.90,6585.41,4770.13,7204.13,9675.44,5607.44,8161.65,6972.51,10943.67,10548.06,10819.77,10562.14,5982.06,9475.54,7278.18,9188.73,6974.89,6027.74,7887.08,6758.14,5770.98,10718.68,4298.04,6403.30,4298.16,3426.90,6947.34,6679.02,9141.78,10157.52,9843.18,7475.50,6469.63,8275.65,7225.50,7142.87,8609.24,10665.82,6366.51,7318.78,10814.22,11056.08,10690.44,11123.65
u60.0km_u65deg,4825.65,10117.94,6546.52,3709.44,6301.13,5206.40,6779.01,9863.06,6160.84,6758.32,6586.24,4770.33,7204.42,9675.76,5608.12,8165.32,6972.52,10943.74,10548.12,10820.05,10562.52,5984.44,9475.76,7278.71,9189.27,6978.13,6038.36,7887.23,6758.20,5771.07,10764.37,4298.07,6403.36,4298.31,3427.17,6947.60,6679.29,9141.84,10157.59,9843.26,7475.70,6469.92,8277.25,7225.86,7143.19,8609.42,10666.16,6367.07,7326.98,10821.66,11057.94,10735.02,11123.66
u60.0km_u70deg,4825.67,10117.94,6546.56,3709.47,6301.17,5206.41,6779.03,9863.15,6160.87,6758.36,6586.36,4770.35,7204.44,9675.77,5608.15,8165.73,6972.52,10943.76,10548.14,10820.12,10562.56,5984.56,9475.78,7278.73,9189.29,6978.60,6040.21,7887.23,6758.20,5771.07,10780.84,4298.07,6403.37,4298.33,3427.21,6947.63,6679.33,9141.85,10157.62,9843.29,7475.74,6469.98,8277.36,7225.89,7143.22,8609.43,10666.18,6367.09,7328.06,10823.07,11058.26,10750.74,11123.66
u60.0km_u75deg,4825.67,10117.94,6546.56,3709.47,6301.17,5206.41,6779.03,9863.16,6160.87,6758.36,6586.37,4770.36,7204.44,9675.77,5608.15,8165.75,6972.52,10943.76,10548.14,10820.13,10562.57,5984.57,9475.78,7278.73,9189.29,6978.63,6040.32,7887.23,6758.20,5771.07,10784.61,4298.07,6403.37,4298.33,3427.22,6947.63,6679.33,9141.85,10157.62,9843.29,7475.75,6469.99,8277.36,7225.89,7143.22,8609.44,10666.18,6367.09,7328.15,10823.26,11058.28,10754.63,11123.66
u60.0km_u80deg,4825.67,10117.94,6546.56,3709.47,6301.17,5206.41,6779.03,9863.16,6160.87,6758.36,6586.37,4770.36,7204.44,9675.77,5608.15,8165.75,6972.52,10943.76,10548.14,10820.13,10562.57,5984.57,9475.78,7278.73,9189.29,6978.63,6040.32,7887.23,6758.20,5771.07,10784.92,4298.07,6403.37,4298.33,3427.22,6947.63,6679.33,9141.85,10157.62,9843.29,7475.75,6469.99,8277.36,7225.89,7143.22,8609.44,10666.18,6367.09,7328.15,10823.28,11058.28,10755.02,11123.66
u60.0km_u85deg,4825.67,10117.94,6546.56,3709.47,6301.17,5206.41,6779.03,9863.16,6160.87,6758.36,6586.37,4770.36,7204.44,9675.77,5608.15,8165.75,6972.52,10943.76,10548.14,10820.13,10562.57,5984.57,9475.78,7278.73,9189.29,6978.63,6040.32,7887.23,6758.20,5771.07,10784.92,4298.07,6403.37,4298.33,3427.22,6947.63,6679.33,9141.85,10157.62,9843.29,7475.75,6469.99,8277.36,7225.89,7143.22,8609.44,10666.18,6367.09,7328.15,10823.28,11058.28,10755.02,11123.66
u60.0km_u90deg,4825.67,10117.94,6546.56,3709.47,6301.17,5206.41,6779.03,9863.16,6160.87,6758.36,6586.37,4770.36,7204.44,9675.77,5608.15,8165.75,6972.52,10943.76,10548.14,10820.13,10562.57,5984.57,9475.78,7278.73,9189.29,6978.63,6040.32,7887.23,6758.20,5771.07,10784.92,4298.07,6403.37,4298.33,3427.22,6947.63,6679.33,9141.85,10157.62,9843.29,7475.75,6469.99,8277.36,7225.89,7143.22,8609.44,10666.18,6367.09,7328.15,10823.28,11058.28,10755.02,11123.66
u65.0km_u0deg,1.64,3.08,2.16,6.06,3.19,2.65,1.57,3.19,1.51,2.86,2.34,0.90,2.51,3.39,6.99,1.00,3.21,3.18,2.54,2.69,2.08,1.70,3.19,3.79,8.14,1.22,2.61,3.34,1.99,2.23,4.16,1.35,1.09,1.65,0.57,2.17,1.90,2.86,3.03,2.52,1.77,2.23,2.48,1.39,1.44,3.06,4.10,7.39,1.01,5.26,5.91,6.32,4.74
u65.0km_u5deg,2610.29,6251.76,4034.71,1112.17,4752.18,2196.32,2942.47,5585.88,1122.81,2676.75,2217.18,2455.28,3139.82,4659.27,2390.45,1541.40,5358.61,6652.39,5962.58,6230.74,5129.45,1906.68,4529.09,4018.25,3217.15,1147.54,2143.06,6564.77,4355.16,2618.64,1714.55,1882.88,2291.07,2141.27,1254.68,3956.60,4281.59,5923.30,6550.11,6504.83,4939.40,3782.15,3638.67,2879.70,2918.10,4195.83,4563.08,3315.19,1125.89,2867.79,3918.90,1937.51,6741.10
u65.0km_u10deg,3661.89,8082.03,5316.67,1495.49,5214.63,3500.06,4563.05,7672.19,2163.00,4059.63,3498.92,3057.62,3989.97,6092.43,2960.55,2278.11,6483.31,8717.73,8017.78,8688.26,7303.69,2713.25,5893.06,4835.95,4441.22,1661.18,2794.77,6953.49,5212.83,3712.02,2947.35,2815.42,3825.77,3277.57,1816.88,4957.44,5274.62,7347.64,8289.02,8241.14,6113.28,5134.40,4985.03,3667.90,3692.34,5362.20,6490.33,3992.80,1809.46,4622.67,6188.54,3031.66,8782.20
u65.0km_u15deg,4353.35,9365.26,6139.29,1925.72,5661.77,4394.97,5670.69,8903.05,3364.10,5117.78,4548.92,3483.89,4764.30,7339.77,3524.41,3172.77,7180.97,10097.88,9424.84,10129.64,8706.70,3393.23,7068.60,5578.48,5682.81,2340.94,3364.03,7279.55,5839.39,4498.30,4296.80,3551.36,5074.65,3974.55,2395.81,5805.18,6053.70,8388.81,9481.31,9346.52,6936.47,5976.32,5935.23,4302.74,4310.03,6358.42,8101.97,4637.36,2624.23,6200.67,7993.68,4238.93,10193.79
u65.0km_u20deg,4829.15,10275.72,6714.90,2418.37,6085.99,5036.44,6412.30,9741.68,4520.14,5944.17,5434.67,3899.88,5564.56,8445.05,4117.39,4274.41,7610.62,11071.40,10430.52,11078.13,9768.79,4057.43,8132.84,6286.87,6887.33,3234.36,3960.39,7619.93,6381.90,5133.96,5781.00,4065.43,5991.85,4401.42,2926.83,6512.85,6667.19,9156.28,10330.55,10116.82,7548.02,6566.18,6742.07,4987.95,4974.78,7291.97,9427.85,5278.62,3607.32,7700.62,9505.27,5624.62,11206.10
u65.0km_u25deg,5148.01,10898.82,7120.95,2927.31,6455.42,5488.70,6904.90,10341.32,5482.49,6582.87,6169.27,4310.09,6357.90,9362.65,4701.44,5459.73,7865.41,11747.17,11139.56,11720.33,10614.57,4724.47,9051.86,6919.42,7937.35,4221.53,4577.38,7954.10,6848.01,5649.48,7288.93,4393.67,6614.13,4657.73,3361.32,7059.66,7121.99,9694.89,10916.58,10650.65,7988.27,6991.92,7465.47,5709.18,5673.52,8138.98,10449.57,5874.75,4669.19,9065.92,10721.22,7093.87,11910.86
u65.0km_u30deg,5338.33,11285.08,7393.97,3409.67,6765.41,5786.25,7199.80,10759.36,6189.06,7061.41,6750.49,4703.83,7112.53,10070.44,5238.95,6628.55,8005.16,12177.09,11601.61,12137.23,11287.12,5365.70,9797.09,7448.08,8767.33,5212.80,5177.56,8270.37,7254.28,6062.28,8716.53,4585.93,6989.30,4794.98,3675.72,7437.01,7430.93,10033.34,11283.26,10991.27,8282.34,7288.29,8098.30,6443.92,6385.63,8870.66,11185.03,6393.51,5726.13,10235.11,11634.02,8536.61,12369.63
u65.0km_u35deg,5434.56,11490.26,7558.72,3833.34,6993.52,5956.53,7346.06,11025.42,6642.95,7410.58,7188.70,5038.58,7751.11,10571.48,5710.83,7731.15,8072.78,12412.74,11863.50,12378.46,11800.87,5958.28,10341.03,7872.40,9378.81,6171.18,5749.33,8574.96,7588.20,6371.10,9992.29,4688.68,7181.78,4859.26,3869.39,7659.15,7615.05,10213.51,11481.51,11180.97,8457.46,7471.79,8630.36,7115.48,7036.50,9434.79,11669.21,6826.33,6740.82,11173.26,12261.07,9857.67,12634.89
u65.0km_u40deg,5474.75,11585.45,7647.07,4141.41,7122.51,6038.43,7407.43,11178.50,6883.73,7643.12,7482.76,5249.17,8154.21,10884.22,6064.72,8594.59,8100.46,12526.68,11992.96,12503.91,12149.39,6458.69,10674.50,8174.51,9778.41,6925.62,6261.72,8817.32,7801.22,6563.27,11012.33,4739.09,7268.88,4886.17,3967.37,7768.61,7710.12,10294.80,11575.55,11275.23,8550.33,7571.57,9041.56,7563.01,7470.55,9775.74,11954.37,7141.83,7591.79,11843.65,12638.93,10918.35,12765.70
u65.0km_u45deg,5489.16,11624.19,7688.85,4321.93,7182.38,6072.18,7429.81,11259.08,6993.69,7774.67,7650.56,5353.25,8354.96,11052.78,6280.03,9121.02,8109.96,12574.74,12048.91,12561.90,12345.40,6820.99,10847.33,8354.28,10001.22,7377.20,6659.82,8958.77,7908.51,6661.18,11731.79,4759.85,7302.61,4897.17,4009.94,7815.32,7753.11,10326.19,11614.17,11316.26,8593.57,7619.70,9320.06,7791.95,7692.67,9943.15,12101.24,7331.61,8168.97,12267.36,12840.75,11668.39,12820.14
u65.0km_u50deg,5493.71,11637.36,7705.49,4406.58,7204.55,6083.27,7437.01,11295.17,7034.65,7836.45,7730.09,5393.96,8433.93,11126.47,6383.03,9390.65,8112.21,12591.46,12068.95,12584.46,12434.17,7023.61,10920.24,8439.36,10101.98,7605.62,6914.59,9029.57,7950.96,6700.97,12186.51,4766.92,7313.51,4901.51,4026.17,7832.70,7770.11,10336.46,11627.37,11331.16,8610.79,7639.15,9467.29,7884.14,7782.00,10009.34,12164.54,7421.92,8490.06,12502.27,12934.21,12140.74,12837.35
u65.0km_u55deg,5494.91,11640.69,7710.57,4436.12,7209.56,6085.73,7438.93,11308.02,7046.49,7858.17,7758.84,5405.01,8454.98,11151.27,6420.17,9496.41,8112.56,12595.74,12074.23,12591.29,12463.88,7110.01,10943.41,8469.95,10136.77,7691.47,7050.06,9051.08,7959.66,6710.98,12440.70,4768.75,7316.27,4903.10,4031.20,7837.98,7775.57,10338.94,11630.77,11335.17,8616.25,7645.17,9526.78,7909.63,7806.45,10027.70,12185.68,7454.48,8634.52,12609.65,12969.74,12401.53,12840.77
u65.0km_u60deg,5495.20,11641.22,7711.74,4442.34,7210.29,6086.17,7439.37,11311.46,7048.91,7862.93,7765.75,5406.96,8458.27,11156.00,6427.99,9524.14,8112.62,12596.42,12075.07,12592.83,12470.02,7134.47,10947.64,8476.33,10143.73,7712.99,7102.31,9053.81,7960.51,6712.27,12567.80,4769.03,7316.71,4903.66,4032.44,7839.27,7776.95,10339.37,11631.35,11335.92,8617.59,7646.60,9542.67,7913.93,7810.40,10030.50,12190.02,7461.27,8679.67,12648.50,12980.89,12527.95,12841.16
u65.0km_u65deg,5495.28,11641.28,7711.95,4443.00,7210.45,6086.24,7439.48,11312.05,7049.29,7863.50,7766.87,5407.21,8458.62,11156.40,6428.70,9528.96,8112.63,12596.51,12075.17,12593.13,12470.71,7137.81,10947.97,8476.87,10144.30,7717.05,7116.93,9054.06,7960.57,6712.36,12628.35,4769.05,7316.77,4903.83,4032.71,7839.57,7777.26,10339.44,11631.43,11336.04,8617.86,7646.91,9544.68,7914.46,7810.87,10030.72,12190.48,7461.85,8689.26,12659.90,12983.91,12583.64,12841.17
u65.0km_u70deg,5495.30,11641.29,7712.00,4443.03,7210.50,6086.25,7439.49,11312.15,7049.35,7863.55,7767.02,5407.24,8458.64,11156.41,6428.73,9529.48,8112.63,12596.54,12075.19,12593.21,12470.77,7137.99,10947.99,8476.89,10144.32,7717.64,7119.49,9054.08,7960.57,6712.36,12652.69,4769.06,7316.78,4903.85,4032.75,7839.61,7777.32,10339.45,11631.46,11336.07,8617.91,7646.98,9544.81,7914.51,7810.91,10030.74,12190.52,7461.87,8690.52,12662.46,12984.47,12603.89,12841.17
u65.0km_u75deg,5495.30,11641.29,7712.00,4443.04,7210.50,6086.25,7439.49,11312.16,7049.35,7863.55,7767.03,5407.24,8458.65,11156.42,6428.73,9529.51,8112.63,12596.55,12075.19,12593.21,12470.78,7138.00,10948.00,8476.89,10144.32,7717.67,7119.65,9054.08,7960.57,6712.36,12659.27,4769.06,7316.78,4903.85,4032.75,7839.62,7777.32,10339.45,11631.46,11336.08,8617.91,7646.99,9544.81,7914.51,7810.91,10030.74,12190.52,7461.87,8690.63,12662.83,12984.52,12608.92,12841.17
u65.0km_u80deg,5495.30,11641.29,7712.00,4443.04,7210.50,6086.25,7439.49,11312.16,7049.35,7863.55,7767.03,5407.24,8458.65,11156.42,6428.73,9529.51,8112.63,12596.55,12075.19,12593.21,12470.78,7138.00,10948.00,8476.89,10144.32,7717.67,7119.65,9054.08,7960.57,6712.36,12659.92,4769.06,7316.78,4903.85,4032.75,7839.62,7777.32,10339.45,11631.46,11336.08,8617.91,7646.99,9544.81,7914.51,7810.91,10030.74,12190.52,7461.87,8690.63,12662.86,12984.53,12609.39,12841.17
u65.0km_u85deg,5495.30,11641.29,7712.00,4443.04,7210.50,6086.25,7439.49,11312.16,7049.35,7863.55,7767.03,5407.24,8458.65,11156.42,6428.73,9529.51,8112.63,12596.55,12075.19,12593.21,12470.78,7138.00,10948.00,8476.89,10144.32,7717.67,7119.65,9054.08,7960.57,6712.36,12659.92,4769.06,7316.78,4903.85,4032.75,7839.62,7777.32,10339.45,11631.46,11336.08,8617.91,7646.99,9544.81,7914.51,7810.91,10030.74,12190.52,7461.87,8690.63,12662.86,12984.53,12609.39,12841.17
u65.0km_u90deg,5495.30,11641.29,7712.00,4443.04,7210.50,6086.25,7439.49,11312.16,7049.35,7863.55,7767.03,5407.24,8458.65,11156.42,6428.73,9529.51,8112.63,12596.55,12075.19,12593.21,12470.78,7138.00,10948.00,8476.89,10144.32,7717.67,7119.65,9054.08,7960.57,6712.36,12659.92,4769.06,7316.78,4903.85,4032.75,7839.62,7777.32,10339.45,11631.46,11336.08,8617.91,7646.99,9544.81,7914.51,7810.91,10030.74,12190.52,7461.87,8690.63,12662.86,12984.53,12609.39,12841.17
u70.0km_u0deg,2.10,3.42,2.58,6.38,3.37,2.98,1.73,3.41,1.61,3.18,2.72,0.96,2.85,3.79,7.41,1.17,3.65,3.48,3.02,3.01,2.34,1.85,3.64,7.30,8.36,1.30,2.86,4.42,2.33,2.55,4.91,1.53,1.31,1.77,0.77,2.44,2.21,3.11,3.43,2.94,2.41,2.52,2.63,1.49,1.52,3.43,4.69,7.80,1.21,6.46,6.73,7.14,5.32
u70.0km_u5deg,2912.97,6855.83,4799.30,1386.02,5182.17,2485.78,3229.59,6271.86,1217.46,2918.39,2546.14,2545.16,3696.70,5034.39,2693.88,1665.08,5974.71,7354.75,6599.83,7306.48,5673.16,2201.25,4855.13,4516.86,3594.59,1219.68,2299.19,7255.40,5015.10,2995.20,2148.70,2079.49,2598.16,2398.42,1584.67,4510.99,4934.54,6430.49,7082.29,7156.92,5580.63,4401.16,4028.74,2961.83,2998.75,4634.20,5141.74,3807.80,1330.50,3325.44,4478.16,2372.34,7535.43
u70.0km_u10deg,4115.01,8942.49,6259.46,1851.03,5733.46,3986.85,5028.34,8587.04,2358.24,4466.61,4010.64,3206.08,4697.58,6670.38,3386.25,2481.30,7342.49,9734.95,8968.63,10056.18,8157.04,3166.95,6456.56,5531.58,4911.87,1777.48,3019.73,7752.15,5957.43,4255.99,3616.63,3116.97,4276.40,3654.70,2247.68,5647.56,6097.86,8081.75,9100.20,9177.97,6933.59,5967.72,5563.78,3801.12,3835.58,6002.46,7307.23,4656.13,2154.62,5286.84,7030.24,3665.99,9802.05
u70.0km_u15deg,4925.65,10412.25,7202.26,2366.80,6260.62,5022.47,6249.35,9968.83,3682.47,5669.92,5229.36,3699.10,5601.29,8128.86,4073.90,3486.45,8197.06,11337.51,10601.24,11682.81,9799.94,3985.12,7855.92,6447.86,6246.47,2516.99,3666.78,8162.66,6667.98,5153.22,5187.51,3919.76,5630.97,4438.86,2901.96,6581.52,6990.00,9286.56,10500.55,10487.98,7876.57,6952.70,6661.63,4500.00,4522.13,7170.85,9125.88,5451.99,3133.02,7066.04,9068.43,5054.67,11395.47
u70.0km_u20deg,5494.62,11462.60,7863.54,2948.90,6766.58,5766.58,7056.40,10924.79,4964.20,6630.71,6269.26,4196.15,6524.47,9440.56,4783.23,4740.93,8728.91,12467.04,11769.42,12756.58,11073.93,4777.00,9128.51,7305.51,7539.80,3490.05,4362.59,8584.86,7303.13,5880.69,6887.61,4476.17,6618.96,4928.52,3487.16,7347.70,7690.73,10176.40,11507.68,11411.84,8576.17,7646.13,7601.20,5269.00,5269.94,8268.85,10629.60,6225.32,4300.00,8778.76,10800.85,6619.21,12545.28
u70.0km_u25deg,5884.20,12188.13,8329.59,3542.70,7213.84,6293.34,7583.45,11621.03,6043.10,7392.95,7138.08,4696.87,7432.51,10540.17,5463.59,6104.78,9047.55,13248.49,12594.86,13485.86,12111.11,5564.15,10227.74,8053.90,8666.96,4568.39,5098.10,8996.32,7861.54,6474.87,8598.31,4829.63,7288.71,5230.16,3957.34,7935.32,8213.48,10804.92,12210.39,12058.11,9080.77,8146.65,8447.71,6088.07,6060.56,9270.18,11793.26,6925.87,5549.67,10356.15,12223.25,8267.25,13346.26
u70.0km_u30deg,6124.63,12643.73,8642.12,4099.65,7595.73,6642.74,7894.44,12118.04,6851.41,7980.76,7829.89,5184.55,8290.39,11395.99,6071.10,7461.90,9223.73,13745.57,13135.83,13961.63,12953.22,6315.15,11120.33,8663.13,9558.76,5655.37,5825.34,9384.61,8356.73,6956.01,10207.24,5034.92,7693.55,5398.64,4292.05,8340.06,8570.33,11204.09,12656.51,12473.29,9417.90,8493.31,9191.73,6930.14,6868.82,10140.81,12633.08,7517.33,6786.29,11726.53,13319.84,9889.00,13867.45
u70.0km_u35deg,6252.05,12888.96,8830.47,4586.45,7889.32,6846.05,8047.08,12447.03,7392.19,8424.85,8355.47,5607.80,9010.60,12008.11,6588.57,8765.20,9309.28,14018.53,13446.53,14238.14,13611.01,7005.91,11777.37,9135.84,10215.31,6713.20,6533.28,9758.21,8773.88,7321.73,11636.91,5143.01,7901.91,5482.45,4495.18,8579.67,8782.56,11419.78,12902.26,12705.27,9617.36,8707.94,9821.93,7706.27,7609.03,10818.68,13185.76,7995.08,7962.15,12843.89,14097.77,11384.03,14170.38
u70.0km_u40deg,6307.93,13004.03,8931.57,4940.98,8065.22,6946.67,8110.84,12647.94,7701.72,8732.00,8710.72,5879.89,9461.40,12393.43,6967.72,9808.62,9344.31,14150.22,13602.81,14381.12,14068.99,7588.62,12184.80,9461.82,10643.12,7553.03,7181.42,10055.83,9047.31,7550.45,12777.10,5195.29,7996.04,5520.01,4596.91,8699.30,8891.15,11518.96,13020.77,12820.50,9721.66,8824.01,10312.73,8228.23,8103.01,11238.18,13507.97,8334.80,8930.05,13650.61,14582.45,12596.53,14321.70
u70.0km_u45deg,6328.73,13051.35,8979.47,5149.29,8149.86,6989.87,8134.10,12760.49,7859.17,8911.36,8914.06,6016.43,9684.64,12602.40,7194.84,10456.34,9356.41,14205.87,13671.77,14446.57,14334.53,8012.36,12398.98,9651.77,10881.15,8058.51,7690.10,10229.28,9186.96,7666.68,13585.13,5216.64,8032.46,5536.01,4640.82,8751.04,8939.69,11558.10,13070.72,12870.61,9769.61,8879.69,10646.31,8498.58,8356.07,11450.19,13672.27,8536.52,9576.05,14163.52,14848.10,13463.75,14386.03
u70.0km_u50deg,6335.37,13067.55,8998.56,5247.13,8183.57,7004.95,8141.61,12813.40,7926.27,8997.93,9010.44,6070.58,9772.01,12694.69,7302.51,10793.09,9359.41,14225.28,13697.17,14471.77,14459.41,8252.25,12490.70,9740.39,10988.42,8315.76,8017.26,10316.03,9243.79,7713.71,14102.43,5223.84,8044.26,5542.31,4657.53,8770.59,8958.59,11571.12,13088.56,12888.90,9788.43,8902.15,10823.50,8609.10,8458.01,11536.63,13742.36,8631.69,9930.97,14449.60,14973.86,14018.59,14407.22
u70.0km_u55deg,6337.03,13071.63,9004.44,5281.24,8191.97,7008.57,8143.72,12833.27,7949.05,9029.55,9045.34,6085.61,9795.32,12726.01,7341.04,10927.37,9359.96,14230.24,13704.25,14479.31,14503.61,8356.34,12520.29,9771.84,11025.25,8413.53,8191.57,10342.59,9255.81,7725.20,14399.92,5225.69,8047.32,5544.59,4662.73,8776.57,8964.54,11574.43,13093.56,12893.99,9794.27,8909.16,10895.46,8640.50,8486.25,11561.86,13765.43,8665.73,10088.48,14582.01,15022.31,14331.39,14411.72
u70.0km_u60deg,6337.37,13072.27,9005.78,5288.39,8193.17,7009.21,8144.26,12838.64,7954.40,9036.80,9053.68,6088.34,9799.04,12732.20,7349.15,10963.32,9360.06,14231.06,13705.53,14480.98,14513.54,8386.83,12525.89,9778.33,11032.57,8438.13,8258.55,10345.96,9256.96,7726.59,14555.93,5225.97,8047.87,5545.34,4664.04,8778.02,8966.04,11575.05,13094.62,12894.99,9795.67,8910.84,10914.68,8646.06,8491.00,11566.11,13770.10,8672.79,10137.58,14631.62,15037.84,14487.19,14412.30
u70.0km_u65deg,6337.45,13072.34,9006.05,5289.14,8193.39,7009.30,8144.40,12839.49,7955.16,9037.72,9054.98,6088.72,9799.48,12732.74,7349.92,10969.90,9360.07,14231.17,13705.75,14481.30,14514.80,8391.34,12526.36,9778.87,11033.17,8442.72,8277.00,10346.25,9257.04,7726.68,14634.68,5226.00,8047.96,5545.54,4664.35,8778.35,8966.38,11575.14,13094.83,12895.16,9795.96,8911.17,10917.09,8646.82,8491.61,11566.48,13770.58,8673.39,10148.17,14647.04,15042.25,14557.64,14412.35
